Date,Origin,Destination,Transport Mode,Quantity
2018-11-18,Warehouse C,Market 1,Rail,91
2022-08-28,Warehouse C,Market 2,Ship,319
2022-07-03,Warehouse C,Market 2,Rail,424
2021-12-05,Warehouse C,Market 2,Rail,358
2019-10-06,Warehouse B,Market 1,Truck,364
2019-05-05,Warehouse A,Market 2,Truck,353
2020-04-19,Warehouse A,Market 1,Rail,414
2020-05-31,Warehouse A,Market 3,Air,61
2018-07-01,Warehouse A,Market 1,Air,226
2022-06-19,Warehouse C,Market 1,Truck,298
2017-10-15,Warehouse B,Market 2,Ship,202
2020-06-07,Warehouse A,Market 1,Truck,127
2021-02-21,Warehouse C,Market 2,Truck,19
2021-01-03,Warehouse A,Market 2,Truck,404
2022-05-08,Warehouse B,Market 1,Air,25
2021-12-05,Warehouse C,Market 2,Air,148
2020-09-06,Warehouse A,Market 3,Truck,494
2021-06-13,Warehouse B,Market 1,Air,77
2019-06-02,Warehouse B,Market 2,Rail,32
2020-01-26,Warehouse A,Market 2,Air,28
2017-09-10,Warehouse C,Market 1,Rail,353
2019-01-13,Warehouse A,Market 2,Truck,230
2021-10-31,Warehouse A,Market 3,Ship,297
2020-03-29,Warehouse A,Market 3,Truck,213
2017-12-10,Warehouse B,Market 3,Air,411
2017-06-25,Warehouse A,Market 3,Rail,365
2021-08-08,Warehouse B,Market 2,Air,298
2017-10-08,Warehouse A,Market 3,Air,143
2017-01-08,Warehouse C,Market 3,Rail,13
2018-03-04,Warehouse C,Market 2,Ship,158
2017-08-06,Warehouse C,Market 1,Ship,36
2019-05-26,Warehouse A,Market 1,Ship,394
2018-09-30,Warehouse A,Market 3,Rail,269
2020-09-27,Warehouse A,Market 1,Ship,142
2017-05-07,Warehouse A,Market 3,Air,289
2018-02-25,Warehouse B,Market 2,Air,334
2017-06-25,Warehouse B,Market 1,Air,193
2022-12-25,Warehouse A,Market 1,Air,234
2020-02-09,Warehouse A,Market 1,Ship,185
2022-08-28,Warehouse B,Market 1,Ship,421
2017-04-09,Warehouse B,Market 2,Truck,470
2018-05-20,Warehouse B,Market 1,Rail,208
2021-08-22,Warehouse B,Market 2,Air,110
2017-11-05,Warehouse C,Market 3,Rail,460
2021-02-14,Warehouse A,Market 2,Air,206
2020-08-23,Warehouse B,Market 2,Ship,171
2020-08-23,Warehouse C,Market 3,Air,218
2017-07-23,Warehouse A,Market 1,Rail,445
2020-03-29,Warehouse A,Market 1,Truck,318
2021-03-14,Warehouse B,Market 1,Air,434
2022-03-20,Warehouse A,Market 3,Rail,169
2018-09-09,Warehouse C,Market 3,Truck,44
2020-05-17,Warehouse C,Market 3,Rail,30
2021-10-17,Warehouse A,Market 2,Rail,384
2019-03-31,Warehouse A,Market 3,Truck,275
2018-08-12,Warehouse C,Market 3,Air,56
2018-03-25,Warehouse A,Market 2,Rail,201
2017-12-17,Warehouse B,Market 3,Air,11
2020-08-30,Warehouse C,Market 1,Truck,357
2017-07-16,Warehouse C,Market 1,Truck,347
2021-10-17,Warehouse B,Market 2,Rail,320
2018-01-14,Warehouse C,Market 3,Truck,259
2019-06-16,Warehouse B,Market 3,Rail,141
2017-02-12,Warehouse A,Market 2,Ship,463
2022-11-06,Warehouse C,Market 2,Air,38
2017-06-04,Warehouse B,Market 3,Rail,190
2017-03-05,Warehouse C,Market 3,Air,373
2020-04-19,Warehouse A,Market 3,Truck,146
2022-12-04,Warehouse B,Market 3,Air,403
2018-10-14,Warehouse A,Market 2,Truck,30
2020-04-19,Warehouse C,Market 3,Rail,189
2019-12-29,Warehouse A,Market 3,Truck,339
2022-05-15,Warehouse C,Market 1,Air,45
2019-01-13,Warehouse A,Market 3,Air,340
2020-08-09,Warehouse B,Market 2,Ship,170
2019-03-24,Warehouse C,Market 3,Rail,141
2022-05-08,Warehouse A,Market 3,Truck,426
2018-06-24,Warehouse B,Market 2,Rail,27
2022-04-10,Warehouse C,Market 3,Air,111
2020-03-08,Warehouse C,Market 3,Air,327
2022-01-23,Warehouse A,Market 1,Truck,157
2022-01-23,Warehouse A,Market 1,Ship,249
2022-09-04,Warehouse C,Market 3,Truck,299
2019-11-03,Warehouse A,Market 2,Air,43
2021-10-03,Warehouse B,Market 2,Rail,343
2022-05-01,Warehouse A,Market 3,Rail,238
2019-03-03,Warehouse A,Market 2,Rail,422
2022-10-16,Warehouse A,Market 1,Air,480
2017-07-23,Warehouse A,Market 1,Rail,150
2020-03-15,Warehouse C,Market 3,Truck,347
2021-04-11,Warehouse B,Market 2,Ship,440
2020-09-06,Warehouse A,Market 1,Ship,459
2020-03-08,Warehouse C,Market 3,Air,394
2018-06-24,Warehouse A,Market 1,Ship,320
2017-02-12,Warehouse C,Market 3,Air,19
2019-03-24,Warehouse B,Market 3,Air,26
2018-05-06,Warehouse C,Market 2,Ship,14
2018-02-25,Warehouse C,Market 1,Truck,251
2021-05-23,Warehouse A,Market 3,Air,427
2017-02-26,Warehouse B,Market 2,Truck,51
2021-12-12,Warehouse C,Market 2,Rail,163
2021-12-26,Warehouse A,Market 2,Rail,333
2017-09-17,Warehouse A,Market 1,Truck,393
2019-03-17,Warehouse B,Market 1,Truck,482
2019-02-03,Warehouse B,Market 2,Air,454
2017-01-29,Warehouse A,Market 3,Ship,306
2017-01-08,Warehouse B,Market 1,Air,416
2021-11-14,Warehouse A,Market 2,Rail,72
2019-08-18,Warehouse B,Market 3,Truck,455
2017-10-15,Warehouse C,Market 2,Ship,459
2021-01-24,Warehouse C,Market 2,Ship,305
2019-02-17,Warehouse A,Market 3,Ship,25
2018-10-14,Warehouse B,Market 2,Air,409
2017-10-08,Warehouse B,Market 1,Air,260
2019-07-07,Warehouse B,Market 1,Ship,355
2019-11-03,Warehouse C,Market 1,Truck,62
2019-08-25,Warehouse B,Market 2,Truck,442
2022-06-05,Warehouse C,Market 3,Air,251
2018-11-04,Warehouse C,Market 3,Ship,252
2017-07-16,Warehouse C,Market 2,Rail,151
2020-06-21,Warehouse C,Market 3,Rail,248
2020-10-04,Warehouse A,Market 1,Truck,159
2017-11-12,Warehouse C,Market 2,Truck,241
2020-08-30,Warehouse B,Market 2,Truck,220
2020-10-04,Warehouse C,Market 1,Rail,476
2017-09-17,Warehouse A,Market 3,Ship,428
2021-11-14,Warehouse A,Market 1,Ship,123
2017-06-04,Warehouse C,Market 2,Ship,77
2019-10-13,Warehouse A,Market 3,Rail,281
2019-05-05,Warehouse A,Market 1,Rail,214
2017-09-10,Warehouse C,Market 2,Ship,149
2020-09-20,Warehouse C,Market 3,Truck,122
2017-08-27,Warehouse C,Market 2,Air,499
2022-03-13,Warehouse A,Market 1,Ship,216
2021-08-15,Warehouse B,Market 2,Rail,280
2020-05-31,Warehouse A,Market 1,Ship,377
2018-06-24,Warehouse C,Market 2,Rail,312
2017-12-24,Warehouse A,Market 2,Truck,153
2020-05-03,Warehouse C,Market 3,Air,283
2022-01-30,Warehouse B,Market 1,Air,377
2020-06-14,Warehouse C,Market 2,Rail,121
2021-04-18,Warehouse B,Market 3,Air,373
2017-05-28,Warehouse B,Market 3,Ship,473
2021-09-05,Warehouse A,Market 3,Ship,351
2018-02-04,Warehouse C,Market 3,Rail,307
2017-06-04,Warehouse B,Market 2,Air,319
2022-07-31,Warehouse A,Market 1,Truck,115
2022-02-20,Warehouse C,Market 3,Rail,244
2017-11-26,Warehouse A,Market 3,Air,113
2020-12-27,Warehouse B,Market 3,Truck,135
2021-02-28,Warehouse C,Market 2,Truck,99
2018-08-19,Warehouse C,Market 1,Ship,147
2021-12-19,Warehouse C,Market 2,Ship,279
2020-11-22,Warehouse A,Market 1,Air,191
2022-04-17,Warehouse B,Market 1,Ship,232
2020-09-20,Warehouse A,Market 2,Air,71
2018-01-21,Warehouse B,Market 2,Air,437
2022-03-13,Warehouse A,Market 3,Ship,341
2020-07-19,Warehouse A,Market 1,Truck,62
2018-06-10,Warehouse B,Market 1,Truck,339
2018-08-12,Warehouse A,Market 3,Truck,445
2022-11-27,Warehouse A,Market 2,Truck,468
2022-07-17,Warehouse C,Market 1,Ship,490
2022-02-13,Warehouse A,Market 2,Ship,497
2018-02-04,Warehouse B,Market 3,Truck,156
2021-04-25,Warehouse A,Market 3,Ship,216
2022-02-20,Warehouse A,Market 1,Rail,432
2018-08-12,Warehouse C,Market 1,Truck,375
2020-09-06,Warehouse A,Market 2,Truck,358
2019-01-06,Warehouse C,Market 1,Air,494
2018-06-10,Warehouse B,Market 2,Truck,309
2022-01-09,Warehouse A,Market 2,Rail,32
2018-06-17,Warehouse B,Market 3,Air,229
2018-02-25,Warehouse A,Market 2,Rail,134
2021-07-18,Warehouse B,Market 3,Air,236
2019-03-10,Warehouse A,Market 2,Truck,214
2018-06-03,Warehouse B,Market 2,Air,146
2017-04-23,Warehouse B,Market 1,Truck,401
2018-02-11,Warehouse C,Market 3,Rail,376
2018-09-16,Warehouse C,Market 2,Air,17
2021-08-22,Warehouse B,Market 3,Truck,349
2018-01-28,Warehouse B,Market 2,Ship,95
2017-12-17,Warehouse B,Market 2,Air,317
2020-08-16,Warehouse B,Market 1,Ship,69
2018-09-16,Warehouse A,Market 1,Air,292
2022-11-13,Warehouse B,Market 2,Ship,104
2022-08-21,Warehouse A,Market 3,Rail,65
2018-12-30,Warehouse B,Market 2,Air,151
2022-01-30,Warehouse A,Market 3,Ship,150
2022-02-13,Warehouse C,Market 2,Ship,56
2017-07-02,Warehouse B,Market 3,Rail,66
2020-08-09,Warehouse A,Market 3,Rail,315
2022-01-30,Warehouse B,Market 2,Air,466
2022-12-11,Warehouse A,Market 1,Ship,60
2018-05-13,Warehouse B,Market 1,Air,419
2019-11-17,Warehouse C,Market 1,Rail,250
2022-03-13,Warehouse C,Market 1,Truck,484
2017-07-02,Warehouse A,Market 2,Air,335
2020-04-19,Warehouse A,Market 3,Air,351
2020-08-30,Warehouse A,Market 1,Truck,192
2020-01-12,Warehouse C,Market 1,Rail,42
2018-01-14,Warehouse B,Market 2,Ship,254
2019-04-28,Warehouse B,Market 2,Truck,428
2017-07-30,Warehouse C,Market 1,Truck,353
2017-09-03,Warehouse B,Market 2,Air,342
2022-04-03,Warehouse C,Market 2,Rail,123
2019-06-16,Warehouse A,Market 1,Rail,136
2018-12-23,Warehouse C,Market 2,Ship,244
2020-04-05,Warehouse A,Market 1,Ship,271
2020-06-28,Warehouse C,Market 3,Ship,341
2020-12-20,Warehouse C,Market 3,Ship,318
2021-01-31,Warehouse A,Market 1,Ship,381
2019-03-31,Warehouse B,Market 1,Rail,273
2020-03-22,Warehouse A,Market 2,Ship,234
2018-03-25,Warehouse A,Market 3,Ship,263
2019-08-04,Warehouse B,Market 2,Truck,394
2018-06-17,Warehouse B,Market 1,Air,221
2018-07-22,Warehouse A,Market 3,Ship,358
2018-12-23,Warehouse A,Market 2,Air,455
2022-08-28,Warehouse B,Market 3,Truck,326
2017-01-08,Warehouse A,Market 1,Air,80
2020-11-01,Warehouse C,Market 3,Truck,409
2021-11-14,Warehouse A,Market 3,Air,87
2022-05-01,Warehouse C,Market 1,Air,491
2022-08-21,Warehouse C,Market 1,Air,132
2019-05-26,Warehouse B,Market 2,Rail,399
2021-04-04,Warehouse A,Market 1,Truck,481
2021-08-29,Warehouse B,Market 3,Rail,315
2020-12-27,Warehouse B,Market 3,Truck,231
2021-07-18,Warehouse B,Market 2,Ship,383
2019-10-13,Warehouse B,Market 1,Ship,320
2019-08-11,Warehouse A,Market 3,Air,439
2020-01-12,Warehouse C,Market 1,Truck,326
2021-06-27,Warehouse A,Market 1,Truck,54
2022-07-03,Warehouse A,Market 2,Ship,430
2021-09-05,Warehouse B,Market 3,Truck,434
2021-04-25,Warehouse B,Market 3,Air,34
2021-02-21,Warehouse A,Market 2,Rail,246
2020-08-16,Warehouse B,Market 1,Truck,129
2017-08-27,Warehouse A,Market 3,Truck,164
2018-05-27,Warehouse B,Market 3,Rail,195
2022-10-30,Warehouse B,Market 1,Ship,362
2022-01-16,Warehouse A,Market 2,Rail,415
2020-01-05,Warehouse C,Market 2,Ship,414
2022-04-03,Warehouse C,Market 2,Air,251
2022-01-16,Warehouse A,Market 3,Truck,245
2020-10-25,Warehouse C,Market 3,Air,277
2020-02-23,Warehouse B,Market 3,Air,253
2017-11-19,Warehouse A,Market 3,Air,307
2021-04-04,Warehouse C,Market 2,Ship,28
2019-02-03,Warehouse C,Market 2,Air,320
2022-02-06,Warehouse A,Market 3,Ship,416
2020-09-13,Warehouse C,Market 1,Truck,100
2017-08-06,Warehouse A,Market 1,Air,118
2022-09-25,Warehouse B,Market 3,Truck,138
2018-07-22,Warehouse A,Market 1,Truck,28
2022-12-04,Warehouse B,Market 3,Rail,83
2020-01-12,Warehouse A,Market 1,Truck,67
2017-08-06,Warehouse A,Market 2,Truck,312
2017-01-01,Warehouse C,Market 3,Air,398
2021-08-01,Warehouse A,Market 3,Ship,95
2017-01-15,Warehouse B,Market 1,Air,63
2019-02-03,Warehouse C,Market 3,Truck,242
2017-03-19,Warehouse B,Market 3,Rail,265
2018-12-02,Warehouse B,Market 2,Truck,143
2019-09-01,Warehouse C,Market 1,Ship,25
2020-12-13,Warehouse A,Market 2,Rail,406
2018-04-01,Warehouse B,Market 1,Ship,461
2021-05-16,Warehouse B,Market 1,Rail,100
2021-06-06,Warehouse A,Market 3,Truck,236
2022-12-18,Warehouse B,Market 2,Ship,72
2021-05-30,Warehouse C,Market 3,Air,218
2017-02-12,Warehouse B,Market 1,Ship,35
2021-06-13,Warehouse B,Market 2,Air,241
2018-12-30,Warehouse B,Market 2,Ship,429
2019-08-25,Warehouse A,Market 2,Ship,487
2021-12-19,Warehouse A,Market 1,Rail,294
2020-04-05,Warehouse A,Market 1,Ship,192
2022-07-03,Warehouse A,Market 1,Truck,393
2021-12-26,Warehouse B,Market 3,Truck,92
2019-01-20,Warehouse A,Market 3,Truck,338
2020-07-12,Warehouse A,Market 3,Ship,354
2020-03-01,Warehouse B,Market 3,Ship,113
2017-06-25,Warehouse B,Market 2,Rail,128
2021-04-25,Warehouse C,Market 1,Air,126
2020-03-08,Warehouse C,Market 3,Air,475
2022-05-15,Warehouse A,Market 2,Truck,284
2019-01-13,Warehouse A,Market 3,Air,33
2017-10-08,Warehouse C,Market 2,Ship,73
2018-07-29,Warehouse C,Market 1,Air,468
2018-01-28,Warehouse A,Market 1,Truck,330
2017-10-22,Warehouse C,Market 1,Ship,149
2017-07-30,Warehouse A,Market 1,Truck,442
2018-07-01,Warehouse B,Market 2,Truck,198
2017-01-01,Warehouse C,Market 2,Truck,363
2020-04-05,Warehouse B,Market 2,Air,62
2020-04-19,Warehouse C,Market 2,Rail,46
2022-04-17,Warehouse A,Market 1,Ship,206
2020-04-12,Warehouse A,Market 2,Air,233
2020-08-09,Warehouse B,Market 1,Ship,284
2018-02-11,Warehouse A,Market 2,Rail,178
2017-05-21,Warehouse B,Market 2,Air,334
2022-10-16,Warehouse A,Market 1,Truck,91
2020-02-09,Warehouse B,Market 3,Air,212
2020-11-29,Warehouse C,Market 2,Ship,375
2018-12-02,Warehouse C,Market 2,Rail,98
2017-06-25,Warehouse A,Market 3,Rail,72
2017-01-08,Warehouse B,Market 1,Rail,230
2018-04-15,Warehouse A,Market 2,Rail,255
2022-04-10,Warehouse A,Market 1,Truck,178
2022-07-10,Warehouse A,Market 1,Ship,430
2017-07-16,Warehouse C,Market 1,Air,175
2018-07-08,Warehouse C,Market 2,Ship,336
2021-05-30,Warehouse B,Market 3,Truck,320
2019-01-20,Warehouse B,Market 3,Air,230
2022-05-01,Warehouse A,Market 2,Ship,297
2017-12-17,Warehouse C,Market 3,Rail,419
2021-01-17,Warehouse B,Market 1,Rail,151
2018-09-09,Warehouse C,Market 3,Air,336
2017-06-04,Warehouse A,Market 1,Ship,348
2017-04-23,Warehouse C,Market 1,Ship,150
2021-06-27,Warehouse C,Market 2,Rail,288
2021-12-19,Warehouse A,Market 3,Ship,428
2021-05-30,Warehouse C,Market 1,Ship,481
2017-09-17,Warehouse A,Market 3,Truck,273
2019-03-31,Warehouse C,Market 1,Ship,411
2019-06-30,Warehouse A,Market 1,Ship,104
2019-03-10,Warehouse A,Market 3,Ship,483
2018-07-15,Warehouse C,Market 1,Ship,135
2018-08-12,Warehouse A,Market 1,Air,28
2021-07-18,Warehouse C,Market 1,Truck,119
2019-11-10,Warehouse B,Market 1,Ship,188
2019-03-03,Warehouse A,Market 1,Ship,166
2019-06-16,Warehouse C,Market 1,Ship,481
2020-08-02,Warehouse A,Market 2,Ship,34
2018-05-06,Warehouse B,Market 3,Ship,376
2020-10-25,Warehouse C,Market 1,Truck,131
2021-07-18,Warehouse C,Market 3,Truck,160
2022-07-24,Warehouse C,Market 2,Ship,44
2017-09-03,Warehouse A,Market 1,Ship,255
2021-07-18,Warehouse A,Market 2,Air,352
2019-02-24,Warehouse A,Market 2,Ship,139
2022-12-25,Warehouse B,Market 1,Ship,116
2019-04-14,Warehouse C,Market 3,Rail,112
2020-09-20,Warehouse A,Market 3,Rail,347
2018-04-22,Warehouse C,Market 3,Truck,252
2018-09-30,Warehouse A,Market 2,Truck,217
2017-03-12,Warehouse C,Market 1,Truck,266
2022-05-01,Warehouse C,Market 2,Air,198
2018-05-27,Warehouse A,Market 2,Air,422
2017-02-19,Warehouse B,Market 1,Truck,194
2018-01-28,Warehouse A,Market 3,Rail,86
2020-10-04,Warehouse B,Market 1,Truck,284
2022-02-20,Warehouse C,Market 2,Ship,286
2017-12-17,Warehouse B,Market 2,Ship,258
2017-12-03,Warehouse A,Market 1,Rail,487
2019-12-01,Warehouse C,Market 3,Rail,111
2021-09-19,Warehouse C,Market 2,Truck,332
2018-06-03,Warehouse A,Market 1,Air,339
2022-03-06,Warehouse C,Market 2,Air,468
2017-10-22,Warehouse B,Market 3,Truck,452
2022-04-24,Warehouse A,Market 1,Rail,430
2019-03-10,Warehouse A,Market 3,Rail,498
2018-07-01,Warehouse A,Market 3,Air,332
2022-10-23,Warehouse A,Market 2,Rail,41
2019-02-03,Warehouse A,Market 3,Truck,432
2022-09-25,Warehouse C,Market 3,Ship,296
2018-12-09,Warehouse B,Market 1,Air,38
2018-10-28,Warehouse A,Market 1,Rail,395
2017-03-19,Warehouse A,Market 3,Truck,236
2017-04-16,Warehouse C,Market 2,Rail,275
2020-02-23,Warehouse C,Market 3,Ship,20
2017-01-15,Warehouse B,Market 3,Ship,12
2017-10-15,Warehouse C,Market 3,Air,96
2022-07-24,Warehouse A,Market 1,Truck,119
2020-04-12,Warehouse A,Market 2,Truck,47
2020-04-12,Warehouse B,Market 1,Ship,97
2017-08-13,Warehouse B,Market 3,Air,329
2020-06-21,Warehouse C,Market 2,Rail,93
2018-02-04,Warehouse B,Market 2,Rail,178
2022-08-07,Warehouse A,Market 1,Ship,243
2021-03-21,Warehouse C,Market 2,Air,325
2019-12-29,Warehouse C,Market 3,Ship,165
2017-08-13,Warehouse C,Market 2,Air,235
2022-07-24,Warehouse C,Market 1,Ship,216
2019-01-06,Warehouse B,Market 2,Truck,403
2022-01-16,Warehouse A,Market 1,Ship,168
2021-03-28,Warehouse B,Market 3,Rail,249
2018-07-22,Warehouse A,Market 1,Rail,363
2021-11-07,Warehouse A,Market 2,Air,28
2018-05-13,Warehouse C,Market 1,Ship,27
2021-09-26,Warehouse C,Market 2,Rail,352
2020-06-28,Warehouse A,Market 3,Truck,479
2021-03-14,Warehouse B,Market 1,Truck,318
2022-11-06,Warehouse B,Market 2,Air,375
2017-07-09,Warehouse A,Market 3,Truck,188
2018-06-10,Warehouse A,Market 1,Ship,335
2022-11-27,Warehouse C,Market 1,Rail,245
2017-07-30,Warehouse B,Market 2,Truck,76
2020-04-26,Warehouse A,Market 1,Ship,408
2017-04-30,Warehouse A,Market 3,Truck,369
2021-05-16,Warehouse A,Market 3,Air,270
2017-02-05,Warehouse C,Market 1,Ship,190
2018-08-26,Warehouse C,Market 2,Air,325
2020-01-26,Warehouse C,Market 2,Ship,169
2019-07-21,Warehouse B,Market 3,Ship,367
2019-03-31,Warehouse C,Market 3,Truck,262
2022-01-23,Warehouse C,Market 3,Truck,201
2022-01-16,Warehouse B,Market 3,Truck,52
2021-09-26,Warehouse C,Market 3,Air,207
2018-11-11,Warehouse C,Market 3,Truck,303
2020-08-09,Warehouse A,Market 3,Ship,209
2021-05-16,Warehouse C,Market 2,Truck,359
2021-08-01,Warehouse B,Market 1,Truck,379
2021-02-14,Warehouse B,Market 3,Truck,448
2018-02-18,Warehouse A,Market 1,Truck,191
2022-10-16,Warehouse C,Market 3,Truck,56
2021-03-07,Warehouse A,Market 2,Ship,209
2018-06-03,Warehouse A,Market 3,Rail,483
2017-12-03,Warehouse B,Market 3,Air,262
2017-03-26,Warehouse C,Market 1,Air,454
2018-02-18,Warehouse A,Market 1,Ship,470
2020-02-16,Warehouse B,Market 2,Truck,458
2022-10-16,Warehouse A,Market 3,Truck,264
2020-08-09,Warehouse B,Market 1,Truck,466
2020-08-16,Warehouse C,Market 1,Ship,391
2017-04-16,Warehouse B,Market 3,Rail,137
2022-11-27,Warehouse A,Market 3,Rail,492
2020-10-04,Warehouse B,Market 1,Rail,117
2022-09-18,Warehouse A,Market 2,Ship,104
2020-01-12,Warehouse A,Market 1,Ship,387
2021-12-12,Warehouse B,Market 3,Air,185
2021-04-11,Warehouse A,Market 1,Rail,156
2021-04-25,Warehouse A,Market 1,Ship,265
2022-11-20,Warehouse C,Market 2,Ship,48
2022-01-02,Warehouse A,Market 1,Truck,251
2018-10-14,Warehouse C,Market 3,Ship,265
