Date,Origin,Destination,Transport Mode,Quantity
2020-05-31,Farm B,Silo 1,Rail,82
2017-12-31,Farm C,Silo 3,Truck,302
2018-08-19,Farm C,Silo 2,Rail,134
2022-05-22,Farm A,Silo 2,Rail,281
2021-10-31,Farm C,Silo 2,Rail,73
2020-09-13,Farm A,Silo 3,Truck,345
2018-06-17,Farm B,Silo 1,Truck,363
2022-02-06,Farm C,Silo 1,Rail,168
2019-05-12,Farm B,Silo 2,Truck,305
2022-03-06,Farm B,Silo 2,Rail,102
2022-11-13,Farm A,Silo 3,Truck,248
2021-09-26,Farm B,Silo 2,Rail,441
2020-09-06,Farm A,Silo 1,Truck,144
2019-05-12,Farm C,Silo 3,Rail,214
2022-08-07,Farm C,Silo 3,Truck,220
2020-09-27,Farm A,Silo 2,Truck,241
2019-07-28,Farm B,Silo 3,Truck,124
2022-05-22,Farm B,Silo 3,Truck,124
2019-03-24,Farm C,Silo 1,Rail,244
2020-03-15,Farm B,Silo 3,Truck,386
2020-04-05,Farm B,Silo 3,Truck,482
2018-09-23,Farm A,Silo 3,Rail,54
2017-06-11,Farm C,Silo 2,Rail,300
2021-05-23,Farm B,Silo 3,Rail,441
2017-06-25,Farm A,Silo 3,Rail,386
2021-11-14,Farm B,Silo 2,Truck,317
2017-10-22,Farm C,Silo 1,Truck,101
2017-05-28,Farm C,Silo 3,Rail,419
2022-02-13,Farm A,Silo 2,Truck,380
2021-01-10,Farm C,Silo 1,Rail,335
2021-09-12,Farm A,Silo 3,Truck,411
2022-04-10,Farm A,Silo 1,Rail,241
2017-03-26,Farm A,Silo 1,Rail,183
2017-10-22,Farm A,Silo 1,Truck,218
2017-05-21,Farm B,Silo 1,Truck,359
2020-01-12,Farm C,Silo 3,Rail,259
2019-12-01,Farm B,Silo 1,Truck,333
2017-12-31,Farm C,Silo 1,Rail,455
2019-01-20,Farm B,Silo 3,Rail,439
2018-11-04,Farm A,Silo 2,Rail,176
2019-11-17,Farm C,Silo 1,Truck,321
2020-05-24,Farm B,Silo 3,Rail,316
2020-02-09,Farm A,Silo 2,Rail,199
2022-10-09,Farm A,Silo 1,Rail,402
2018-03-11,Farm B,Silo 2,Rail,301
2021-06-20,Farm C,Silo 2,Rail,275
2018-07-01,Farm B,Silo 1,Rail,442
2022-06-19,Farm A,Silo 2,Truck,143
2017-04-16,Farm A,Silo 2,Truck,350
2021-03-07,Farm C,Silo 3,Rail,351
2020-12-06,Farm A,Silo 1,Rail,452
2021-12-26,Farm A,Silo 2,Truck,433
2019-06-02,Farm B,Silo 2,Truck,425
2017-02-19,Farm A,Silo 2,Rail,478
2020-08-23,Farm B,Silo 3,Truck,232
2019-04-28,Farm A,Silo 1,Truck,208
2017-03-26,Farm A,Silo 2,Truck,405
2019-08-18,Farm C,Silo 3,Rail,99
2021-11-21,Farm A,Silo 2,Rail,263
2022-12-04,Farm A,Silo 2,Rail,336
2017-12-24,Farm C,Silo 2,Truck,222
2021-01-24,Farm B,Silo 2,Truck,497
2021-12-19,Farm C,Silo 3,Rail,387
2019-06-16,Farm B,Silo 1,Rail,217
2020-10-11,Farm B,Silo 2,Truck,421
2021-03-21,Farm C,Silo 2,Truck,252
2018-07-22,Farm A,Silo 2,Rail,298
2018-03-11,Farm C,Silo 3,Rail,342
2018-02-11,Farm A,Silo 2,Truck,121
2021-04-11,Farm C,Silo 1,Truck,369
2018-11-04,Farm C,Silo 2,Truck,148
2019-02-24,Farm A,Silo 3,Rail,100
2020-04-19,Farm B,Silo 3,Truck,374
2019-09-08,Farm A,Silo 2,Rail,423
2022-09-25,Farm A,Silo 1,Rail,57
2021-01-03,Farm B,Silo 1,Rail,93
2017-09-03,Farm B,Silo 3,Rail,116
2022-04-17,Farm C,Silo 2,Truck,195
2018-11-04,Farm C,Silo 1,Truck,360
2019-07-28,Farm C,Silo 3,Truck,232
2019-05-19,Farm A,Silo 1,Truck,252
2020-05-24,Farm A,Silo 3,Rail,398
2019-09-15,Farm A,Silo 1,Rail,163
2019-07-14,Farm C,Silo 3,Truck,185
2021-11-14,Farm B,Silo 1,Truck,393
2017-06-04,Farm C,Silo 3,Rail,236
2019-05-26,Farm A,Silo 3,Rail,429
2019-10-06,Farm B,Silo 1,Truck,189
2020-03-08,Farm A,Silo 1,Truck,226
2017-08-13,Farm C,Silo 1,Rail,259
2017-05-14,Farm A,Silo 2,Truck,95
2019-11-17,Farm A,Silo 2,Truck,376
2020-12-13,Farm A,Silo 2,Truck,228
2022-05-22,Farm A,Silo 1,Truck,78
2020-06-21,Farm C,Silo 3,Rail,195
2017-04-02,Farm C,Silo 3,Truck,468
2021-09-19,Farm B,Silo 1,Truck,100
2021-08-08,Farm C,Silo 1,Rail,432
2019-06-30,Farm C,Silo 1,Truck,388
2022-03-20,Farm B,Silo 1,Truck,379
2022-04-10,Farm C,Silo 3,Truck,379
2021-04-04,Farm B,Silo 2,Truck,237
2017-06-04,Farm C,Silo 2,Truck,424
2019-03-03,Farm B,Silo 2,Truck,462
2018-07-01,Farm B,Silo 2,Rail,203
2017-07-16,Farm A,Silo 1,Rail,89
2021-07-11,Farm C,Silo 1,Rail,97
2019-06-16,Farm C,Silo 2,Rail,323
2021-04-25,Farm B,Silo 3,Truck,219
2018-11-11,Farm C,Silo 2,Truck,179
2019-08-18,Farm C,Silo 1,Truck,473
2020-03-15,Farm A,Silo 3,Rail,461
2017-01-08,Farm C,Silo 3,Truck,435
2019-11-03,Farm C,Silo 1,Rail,436
2017-04-16,Farm C,Silo 1,Truck,427
2022-11-13,Farm C,Silo 1,Truck,100
2019-02-24,Farm C,Silo 3,Rail,209
2019-08-25,Farm A,Silo 2,Truck,354
2018-05-13,Farm C,Silo 2,Truck,149
2022-08-14,Farm C,Silo 1,Truck,53
2020-01-19,Farm B,Silo 3,Truck,312
2018-04-29,Farm C,Silo 1,Truck,246
2019-07-14,Farm C,Silo 1,Truck,279
2022-02-06,Farm A,Silo 3,Truck,193
2022-12-11,Farm B,Silo 1,Rail,98
2021-11-07,Farm C,Silo 2,Rail,77
2017-02-05,Farm A,Silo 2,Truck,377
2020-04-19,Farm A,Silo 3,Rail,256
2017-10-01,Farm A,Silo 1,Rail,344
2017-07-09,Farm A,Silo 2,Truck,465
2017-07-09,Farm C,Silo 1,Truck,263
2021-01-03,Farm A,Silo 2,Rail,177
2020-01-05,Farm A,Silo 3,Rail,174
2018-02-04,Farm B,Silo 3,Rail,402
2017-08-27,Farm A,Silo 2,Rail,211
2021-01-03,Farm A,Silo 3,Rail,81
2020-07-19,Farm C,Silo 2,Rail,301
2017-11-26,Farm C,Silo 2,Truck,495
2021-09-26,Farm B,Silo 2,Truck,322
2017-02-12,Farm B,Silo 2,Truck,223
2018-01-28,Farm C,Silo 2,Truck,356
2018-11-11,Farm A,Silo 2,Truck,212
2020-11-01,Farm A,Silo 3,Rail,493
2020-05-10,Farm B,Silo 2,Truck,415
2022-02-06,Farm C,Silo 2,Rail,225
2020-02-09,Farm A,Silo 3,Rail,152
2019-10-13,Farm B,Silo 1,Truck,53
2017-05-07,Farm C,Silo 1,Truck,319
2021-09-05,Farm B,Silo 1,Truck,99
2018-05-06,Farm C,Silo 2,Truck,93
2017-03-19,Farm B,Silo 1,Truck,406
2017-08-20,Farm C,Silo 2,Rail,88
2022-11-20,Farm A,Silo 2,Rail,342
2017-07-02,Farm C,Silo 2,Truck,85
2019-02-17,Farm A,Silo 1,Rail,338
2021-04-11,Farm A,Silo 1,Rail,86
2020-11-15,Farm C,Silo 1,Rail,316
2020-05-17,Farm A,Silo 3,Rail,385
2017-06-11,Farm C,Silo 3,Rail,497
2019-06-09,Farm A,Silo 3,Truck,393
2018-11-18,Farm B,Silo 1,Truck,206
2020-05-03,Farm C,Silo 1,Truck,413
2019-01-06,Farm A,Silo 1,Rail,265
2020-11-08,Farm A,Silo 3,Truck,220
2018-05-13,Farm B,Silo 3,Rail,56
2022-08-14,Farm B,Silo 3,Truck,256
2022-05-29,Farm B,Silo 3,Truck,341
2018-04-01,Farm A,Silo 3,Rail,289
2021-06-27,Farm A,Silo 3,Truck,124
2021-11-21,Farm A,Silo 2,Rail,261
2022-10-09,Farm C,Silo 3,Truck,439
2021-01-10,Farm A,Silo 3,Truck,91
2020-09-06,Farm C,Silo 2,Truck,177
2020-01-26,Farm B,Silo 3,Rail,477
2017-08-06,Farm C,Silo 1,Rail,71
2017-03-05,Farm C,Silo 1,Truck,153
2017-10-22,Farm A,Silo 1,Truck,196
2020-12-06,Farm A,Silo 1,Rail,265
2019-03-10,Farm B,Silo 1,Truck,316
2021-04-25,Farm B,Silo 1,Truck,114
2020-03-08,Farm C,Silo 2,Rail,101
2018-04-01,Farm B,Silo 3,Truck,427
2019-04-14,Farm B,Silo 1,Rail,272
2018-08-05,Farm A,Silo 1,Rail,222
2022-03-13,Farm A,Silo 3,Rail,72
2022-09-11,Farm C,Silo 1,Rail,457
2022-03-13,Farm A,Silo 1,Rail,253
2018-12-02,Farm B,Silo 2,Rail,418
2022-03-06,Farm A,Silo 2,Rail,122
2019-01-20,Farm A,Silo 2,Truck,417
2018-07-15,Farm B,Silo 3,Truck,391
2017-05-14,Farm C,Silo 2,Rail,218
2022-01-16,Farm C,Silo 2,Rail,106
2019-03-10,Farm B,Silo 2,Truck,124
2019-05-12,Farm C,Silo 3,Rail,354
2017-09-24,Farm A,Silo 2,Truck,74
2018-04-01,Farm C,Silo 1,Truck,390
2020-04-05,Farm B,Silo 3,Truck,405
2020-11-29,Farm C,Silo 3,Rail,497
2022-09-18,Farm A,Silo 1,Rail,490
2020-08-23,Farm B,Silo 1,Truck,396
2021-07-18,Farm B,Silo 2,Rail,487
2018-08-19,Farm B,Silo 2,Rail,196
2017-10-08,Farm A,Silo 2,Rail,174
2020-09-06,Farm A,Silo 3,Truck,428
2021-01-03,Farm B,Silo 2,Rail,468
2017-10-08,Farm B,Silo 3,Truck,410
2018-06-03,Farm A,Silo 1,Truck,208
2018-10-28,Farm C,Silo 2,Truck,479
2022-12-18,Farm B,Silo 2,Truck,236
2017-10-22,Farm B,Silo 2,Rail,306
2020-08-02,Farm B,Silo 3,Truck,199
2022-11-13,Farm B,Silo 2,Truck,471
2019-03-17,Farm C,Silo 3,Truck,50
2022-02-20,Farm A,Silo 2,Truck,136
2021-07-04,Farm A,Silo 3,Rail,406
2017-04-23,Farm A,Silo 3,Rail,176
2021-02-21,Farm A,Silo 1,Rail,386
2018-12-02,Farm B,Silo 2,Truck,471
2019-07-07,Farm B,Silo 2,Truck,354
2017-02-19,Farm C,Silo 2,Truck,329
2020-03-08,Farm B,Silo 3,Truck,202
2022-11-06,Farm C,Silo 3,Truck,344
2021-11-28,Farm A,Silo 1,Truck,456
2020-12-20,Farm B,Silo 3,Truck,300
2020-09-06,Farm A,Silo 2,Rail,70
2020-02-02,Farm B,Silo 3,Truck,283
2021-03-14,Farm A,Silo 2,Truck,155
2017-04-23,Farm C,Silo 2,Rail,160
2017-06-04,Farm A,Silo 2,Truck,486
2017-04-23,Farm B,Silo 2,Truck,173
2022-07-24,Farm C,Silo 3,Truck,159
2020-08-30,Farm A,Silo 2,Truck,231
2018-01-14,Farm C,Silo 1,Truck,405
2019-01-27,Farm B,Silo 1,Truck,380
2020-02-02,Farm C,Silo 2,Rail,119
2020-08-23,Farm A,Silo 1,Truck,354
2018-07-22,Farm B,Silo 3,Truck,102
2019-09-01,Farm A,Silo 3,Truck,328
2021-09-26,Farm B,Silo 1,Rail,314
2021-07-18,Farm B,Silo 3,Truck,165
2019-08-11,Farm C,Silo 2,Rail,328
2019-04-14,Farm B,Silo 2,Rail,479
2017-11-05,Farm A,Silo 1,Truck,186
2018-04-08,Farm C,Silo 3,Rail,120
2017-06-11,Farm B,Silo 3,Truck,130
2017-09-17,Farm B,Silo 3,Truck,79
2020-06-21,Farm B,Silo 3,Rail,392
2022-03-20,Farm C,Silo 3,Truck,384
2018-09-16,Farm B,Silo 1,Rail,123
2020-11-22,Farm B,Silo 2,Rail,59
2018-06-03,Farm C,Silo 2,Rail,459
2021-05-16,Farm C,Silo 1,Truck,329
2019-10-20,Farm C,Silo 1,Rail,256
2020-02-16,Farm B,Silo 3,Rail,343
2019-02-03,Farm B,Silo 1,Rail,171
2018-09-23,Farm B,Silo 3,Rail,289
2019-08-11,Farm A,Silo 3,Truck,410
2017-09-24,Farm B,Silo 3,Truck,319
2021-01-24,Farm A,Silo 3,Truck,449
2021-10-17,Farm A,Silo 3,Rail,200
2017-01-01,Farm A,Silo 3,Rail,319
2020-10-04,Farm C,Silo 1,Truck,168
2020-05-31,Farm A,Silo 3,Rail,393
2022-05-15,Farm C,Silo 2,Rail,353
2020-07-19,Farm A,Silo 1,Truck,111
2021-06-27,Farm B,Silo 3,Truck,183
2021-05-16,Farm C,Silo 2,Rail,250
2021-01-03,Farm B,Silo 3,Truck,492
2017-06-11,Farm B,Silo 3,Rail,484
2017-08-06,Farm C,Silo 2,Truck,408
2019-12-01,Farm C,Silo 3,Rail,229
2018-06-03,Farm B,Silo 3,Truck,469
2022-05-15,Farm C,Silo 3,Rail,203
2018-08-05,Farm A,Silo 3,Rail,215
2022-02-13,Farm B,Silo 2,Rail,412
2020-08-30,Farm C,Silo 2,Rail,488
2020-08-02,Farm A,Silo 2,Truck,234
2022-07-24,Farm B,Silo 3,Truck,305
2017-10-01,Farm C,Silo 2,Rail,479
2020-03-01,Farm A,Silo 2,Rail,143
2022-09-18,Farm A,Silo 1,Rail,371
2022-06-12,Farm A,Silo 2,Rail,478
2021-11-28,Farm A,Silo 1,Rail,361
2021-12-05,Farm C,Silo 2,Truck,460
2020-05-24,Farm A,Silo 3,Rail,201
2020-09-27,Farm A,Silo 1,Truck,412
2021-05-23,Farm C,Silo 1,Truck,477
2020-09-13,Farm C,Silo 3,Truck,375
2019-05-26,Farm C,Silo 1,Truck,254
2020-10-04,Farm C,Silo 3,Rail,393
2019-05-12,Farm B,Silo 2,Truck,345
2021-08-22,Farm A,Silo 1,Truck,349
2021-06-20,Farm B,Silo 3,Truck,320
2020-01-05,Farm B,Silo 3,Truck,480
2017-02-26,Farm B,Silo 3,Truck,182
2019-03-03,Farm B,Silo 3,Rail,477
2022-06-26,Farm A,Silo 2,Truck,298
2019-01-20,Farm A,Silo 1,Truck,371
2017-11-26,Farm B,Silo 2,Rail,495
2021-06-06,Farm B,Silo 2,Rail,129
2022-01-23,Farm B,Silo 2,Rail,480
2019-02-24,Farm A,Silo 1,Rail,169
2019-03-17,Farm A,Silo 3,Truck,406
2019-09-15,Farm A,Silo 1,Rail,411
2019-09-22,Farm A,Silo 3,Truck,174
2020-05-17,Farm A,Silo 3,Rail,332
2021-01-24,Farm B,Silo 2,Rail,199
2020-09-13,Farm A,Silo 2,Truck,321
2017-02-12,Farm B,Silo 1,Truck,213
2022-03-13,Farm B,Silo 2,Truck,268
2022-12-11,Farm C,Silo 3,Rail,489
2019-05-12,Farm C,Silo 2,Rail,164
2021-10-03,Farm B,Silo 1,Truck,85
2021-04-18,Farm B,Silo 2,Truck,230
2022-08-21,Farm A,Silo 2,Rail,330
2018-05-27,Farm A,Silo 1,Rail,182
2020-10-18,Farm A,Silo 3,Truck,136
2020-07-19,Farm A,Silo 3,Rail,86
2018-12-16,Farm C,Silo 2,Truck,481
2022-07-03,Farm A,Silo 2,Rail,390
2020-01-05,Farm B,Silo 1,Truck,137
2021-09-19,Farm A,Silo 3,Truck,90
2018-10-07,Farm C,Silo 1,Rail,143
2018-05-27,Farm A,Silo 3,Rail,486
2018-12-09,Farm B,Silo 1,Rail,395
2017-03-19,Farm C,Silo 1,Rail,477
2021-11-21,Farm C,Silo 3,Rail,94
2019-09-08,Farm C,Silo 2,Rail,51
2021-01-10,Farm C,Silo 2,Truck,493
2018-10-28,Farm A,Silo 3,Rail,401
2017-05-28,Farm B,Silo 1,Truck,248
2017-09-10,Farm B,Silo 1,Rail,404
2021-04-04,Farm B,Silo 2,Rail,442
2022-11-13,Farm A,Silo 3,Rail,360
2020-11-22,Farm C,Silo 2,Truck,83
2022-09-25,Farm C,Silo 1,Rail,316
2019-06-02,Farm A,Silo 3,Rail,471
2021-01-03,Farm B,Silo 1,Truck,271
2019-01-20,Farm A,Silo 1,Rail,443
2019-12-01,Farm B,Silo 3,Truck,92
2021-11-14,Farm B,Silo 3,Rail,149
2019-04-21,Farm B,Silo 1,Rail,475
2020-11-15,Farm B,Silo 1,Truck,283
2020-12-20,Farm C,Silo 3,Rail,150
2019-04-14,Farm C,Silo 1,Truck,195
2021-01-31,Farm C,Silo 1,Rail,259
2019-02-10,Farm B,Silo 2,Rail,469
2020-09-06,Farm A,Silo 1,Truck,303
2019-02-10,Farm B,Silo 1,Rail,388
2018-07-08,Farm C,Silo 2,Truck,138
2019-11-10,Farm A,Silo 2,Rail,417
2019-10-06,Farm A,Silo 1,Rail,368
2020-08-09,Farm A,Silo 2,Truck,447
2022-09-11,Farm C,Silo 3,Truck,422
2021-05-02,Farm B,Silo 2,Truck,475
2021-05-16,Farm B,Silo 2,Truck,337
2018-12-02,Farm A,Silo 2,Truck,76
2021-01-17,Farm B,Silo 2,Truck,434
2021-01-10,Farm B,Silo 3,Truck,414
2017-05-28,Farm B,Silo 2,Rail,489
2019-09-01,Farm C,Silo 1,Truck,141
2020-12-27,Farm B,Silo 1,Truck,72
2022-03-20,Farm C,Silo 1,Rail,473
2018-12-16,Farm B,Silo 3,Rail,496
2019-09-15,Farm B,Silo 1,Truck,83
2019-04-28,Farm A,Silo 3,Truck,278
2018-10-14,Farm C,Silo 1,Truck,139
2022-02-20,Farm C,Silo 3,Rail,296
2018-11-04,Farm C,Silo 2,Rail,471
2019-05-12,Farm B,Silo 2,Truck,477
2021-11-14,Farm C,Silo 1,Rail,74
2017-09-10,Farm C,Silo 1,Rail,301
2019-03-17,Farm A,Silo 2,Truck,133
2021-09-26,Farm B,Silo 2,Rail,314
2018-06-24,Farm A,Silo 3,Truck,490
2017-05-21,Farm C,Silo 3,Rail,95
2021-01-24,Farm A,Silo 2,Rail,364
2021-01-10,Farm A,Silo 1,Rail,409
2022-03-06,Farm C,Silo 3,Truck,208
2017-07-02,Farm B,Silo 2,Rail,95
2022-08-14,Farm C,Silo 2,Rail,87
2017-02-26,Farm C,Silo 1,Rail,75
2021-11-28,Farm B,Silo 3,Truck,362
2017-09-10,Farm B,Silo 1,Truck,296
2018-11-18,Farm C,Silo 3,Rail,437
2019-03-10,Farm B,Silo 1,Rail,307
2022-02-06,Farm B,Silo 1,Truck,327
2021-03-21,Farm A,Silo 2,Truck,159
2021-03-21,Farm B,Silo 1,Rail,273
2021-02-14,Farm A,Silo 2,Rail,254
2020-11-15,Farm B,Silo 3,Rail,207
2020-02-23,Farm B,Silo 2,Truck,496
2020-08-02,Farm C,Silo 2,Rail,438
2022-10-16,Farm B,Silo 3,Rail,333
2021-10-24,Farm A,Silo 3,Rail,165
2022-04-10,Farm C,Silo 3,Rail,196
2018-07-08,Farm C,Silo 3,Rail,225
2017-09-10,Farm A,Silo 2,Truck,93
2022-01-09,Farm C,Silo 3,Rail,197
2021-01-10,Farm B,Silo 2,Truck,206
2021-09-19,Farm A,Silo 1,Rail,114
2021-03-07,Farm C,Silo 1,Rail,296
2020-07-26,Farm B,Silo 2,Rail,298
2021-09-05,Farm C,Silo 2,Rail,116
2017-04-16,Farm C,Silo 3,Truck,293
2021-04-18,Farm A,Silo 1,Truck,393
2020-10-04,Farm B,Silo 3,Truck,478
2017-10-01,Farm B,Silo 1,Truck,200
2019-09-22,Farm A,Silo 2,Rail,114
2020-10-18,Farm B,Silo 3,Rail,241
2018-12-23,Farm C,Silo 3,Truck,463
2021-05-02,Farm B,Silo 3,Rail,255
2019-10-27,Farm A,Silo 2,Truck,494
2022-06-26,Farm C,Silo 2,Rail,210
2021-05-23,Farm C,Silo 1,Truck,424
2020-03-22,Farm C,Silo 2,Rail,143
2019-06-16,Farm C,Silo 3,Rail,228
2017-10-08,Farm B,Silo 3,Truck,105
