Date,Origin,Destination,Transport Mode,Quantity
2022-01-23,Mine B,Plant 2,Rail,265
2017-01-29,Mine D,Plant 3,Rail,849
2022-05-29,Mine B,Plant 1,Truck,621
2019-10-06,Mine A,Plant 3,Barge,228
2019-12-29,Mine B,Plant 1,Truck,713
2019-11-03,Mine D,Plant 4,Truck,628
2018-06-17,Mine C,Plant 4,Barge,286
2020-08-02,Mine A,Plant 2,Truck,170
2017-08-20,Mine C,Plant 1,Truck,655
2022-01-02,Mine D,Plant 4,Truck,815
2019-05-12,Mine C,Plant 3,Barge,649
2017-09-03,Mine C,Plant 2,Rail,593
2020-06-21,Mine D,Plant 3,Barge,142
2018-01-14,Mine C,Plant 1,Truck,801
2022-03-20,Mine C,Plant 2,Truck,789
2017-01-22,Mine D,Plant 2,Rail,804
2017-01-08,Mine D,Plant 2,Barge,377
2019-08-11,Mine A,Plant 3,Rail,606
2018-12-09,Mine C,Plant 1,Rail,506
2017-04-16,Mine B,Plant 1,Rail,350
2021-12-12,Mine C,Plant 2,Barge,428
2017-09-24,Mine D,Plant 2,Truck,862
2022-11-27,Mine A,Plant 1,Barge,571
2017-06-11,Mine D,Plant 4,Truck,644
2018-06-24,Mine B,Plant 2,Barge,782
2018-05-20,Mine B,Plant 4,Truck,679
2017-05-28,Mine C,Plant 3,Rail,148
2019-04-21,Mine C,Plant 4,Rail,185
2022-11-13,Mine A,Plant 2,Barge,586
2022-06-19,Mine A,Plant 2,Barge,532
2019-12-01,Mine D,Plant 1,Rail,346
2020-12-13,Mine A,Plant 4,Rail,115
2020-12-20,Mine B,Plant 2,Rail,274
2019-10-06,Mine C,Plant 3,Truck,346
2017-04-02,Mine D,Plant 4,Truck,653
2019-08-11,Mine D,Plant 4,Rail,858
2020-08-30,Mine D,Plant 4,Barge,398
2018-07-22,Mine B,Plant 1,Rail,336
2019-07-07,Mine B,Plant 1,Truck,265
2020-07-19,Mine B,Plant 3,Rail,988
2020-06-21,Mine D,Plant 4,Rail,979
2020-05-17,Mine D,Plant 2,Rail,184
2020-12-27,Mine A,Plant 4,Rail,697
2022-11-20,Mine B,Plant 3,Rail,741
2019-06-16,Mine A,Plant 3,Barge,966
2022-09-04,Mine C,Plant 4,Rail,806
2022-01-30,Mine A,Plant 4,Truck,344
2021-04-18,Mine C,Plant 1,Barge,194
2021-02-14,Mine C,Plant 3,Truck,792
2020-12-13,Mine D,Plant 1,Rail,304
2019-04-07,Mine C,Plant 2,Truck,349
2022-12-04,Mine C,Plant 3,Truck,353
2017-02-26,Mine D,Plant 4,Rail,437
2019-10-27,Mine B,Plant 3,Barge,755
2018-09-23,Mine C,Plant 1,Truck,205
2019-02-17,Mine B,Plant 4,Truck,395
2019-09-15,Mine C,Plant 1,Truck,476
2020-04-05,Mine B,Plant 4,Truck,148
2022-02-13,Mine B,Plant 3,Truck,574
2022-05-08,Mine C,Plant 3,Rail,429
2018-02-11,Mine D,Plant 4,Rail,631
2017-11-19,Mine B,Plant 4,Rail,115
2017-03-26,Mine C,Plant 3,Rail,746
2021-01-31,Mine A,Plant 4,Truck,104
2019-07-28,Mine D,Plant 3,Rail,241
2019-04-14,Mine A,Plant 2,Rail,907
2018-05-13,Mine B,Plant 1,Rail,656
2018-11-04,Mine B,Plant 4,Truck,854
2018-12-09,Mine D,Plant 1,Rail,700
2022-04-24,Mine D,Plant 2,Truck,195
2018-04-29,Mine A,Plant 1,Truck,831
2019-12-15,Mine D,Plant 3,Truck,474
2018-07-08,Mine B,Plant 3,Barge,708
2022-03-20,Mine C,Plant 3,Rail,614
2017-12-10,Mine A,Plant 3,Barge,418
2017-11-19,Mine C,Plant 1,Barge,697
2018-11-04,Mine B,Plant 3,Barge,233
2017-02-26,Mine C,Plant 2,Truck,996
2018-09-09,Mine A,Plant 2,Barge,306
2018-03-04,Mine B,Plant 3,Truck,141
2019-11-17,Mine C,Plant 2,Barge,416
2021-02-07,Mine C,Plant 3,Rail,254
2021-08-08,Mine D,Plant 4,Barge,525
2017-12-17,Mine C,Plant 2,Truck,238
2018-07-29,Mine D,Plant 2,Truck,449
2020-11-15,Mine A,Plant 3,Truck,348
2017-12-03,Mine C,Plant 2,Truck,321
2018-01-21,Mine C,Plant 1,Barge,278
2022-07-10,Mine B,Plant 2,Truck,973
2022-11-06,Mine B,Plant 4,Barge,235
2022-03-27,Mine A,Plant 2,Truck,610
2017-03-19,Mine D,Plant 1,Truck,245
2017-09-24,Mine A,Plant 3,Truck,889
2017-10-15,Mine C,Plant 2,Truck,860
2021-10-03,Mine A,Plant 1,Truck,679
2020-12-06,Mine C,Plant 1,Truck,308
2020-08-16,Mine D,Plant 3,Truck,560
2017-09-17,Mine A,Plant 4,Barge,740
2021-08-22,Mine A,Plant 4,Barge,320
2018-10-28,Mine C,Plant 2,Barge,232
2020-06-21,Mine C,Plant 1,Barge,535
2019-08-11,Mine D,Plant 1,Truck,787
2018-05-06,Mine D,Plant 3,Barge,600
2020-10-11,Mine C,Plant 1,Truck,161
2017-08-13,Mine C,Plant 3,Barge,122
2021-07-04,Mine D,Plant 3,Truck,802
2019-11-17,Mine B,Plant 2,Rail,247
2018-10-21,Mine C,Plant 2,Rail,626
2018-07-01,Mine D,Plant 2,Barge,503
2019-12-22,Mine C,Plant 3,Rail,871
2017-04-23,Mine D,Plant 3,Truck,896
2018-12-30,Mine B,Plant 1,Truck,406
2018-03-18,Mine C,Plant 1,Barge,842
2021-03-28,Mine A,Plant 2,Truck,326
2019-09-29,Mine D,Plant 3,Truck,198
2019-09-15,Mine C,Plant 3,Truck,877
2020-07-05,Mine C,Plant 1,Rail,819
2018-01-21,Mine C,Plant 4,Barge,895
2017-04-16,Mine C,Plant 1,Truck,629
2018-01-28,Mine A,Plant 3,Truck,276
2022-10-23,Mine C,Plant 1,Truck,796
2018-06-17,Mine A,Plant 3,Rail,449
2022-10-30,Mine D,Plant 3,Rail,669
2022-12-11,Mine C,Plant 1,Rail,513
2018-08-05,Mine C,Plant 1,Truck,520
2022-06-12,Mine C,Plant 2,Rail,380
2021-10-31,Mine A,Plant 4,Rail,928
2022-04-24,Mine A,Plant 2,Barge,547
2021-08-29,Mine A,Plant 2,Truck,666
2021-04-25,Mine A,Plant 2,Rail,148
2021-03-14,Mine A,Plant 3,Truck,783
2021-06-20,Mine B,Plant 3,Truck,268
2019-04-21,Mine D,Plant 2,Rail,691
2022-11-13,Mine C,Plant 2,Truck,515
2019-01-13,Mine C,Plant 2,Barge,823
2018-11-04,Mine A,Plant 2,Rail,372
2017-07-02,Mine C,Plant 4,Barge,836
2019-04-14,Mine A,Plant 4,Rail,286
2017-01-22,Mine D,Plant 1,Barge,525
2018-11-04,Mine B,Plant 4,Barge,191
2019-03-17,Mine C,Plant 3,Barge,866
2018-06-24,Mine C,Plant 3,Barge,205
2017-02-26,Mine A,Plant 3,Rail,596
2018-09-02,Mine D,Plant 1,Barge,864
2017-09-10,Mine C,Plant 4,Truck,291
2019-07-07,Mine D,Plant 3,Rail,218
2022-08-28,Mine A,Plant 3,Barge,658
2020-09-27,Mine C,Plant 4,Truck,915
2018-01-07,Mine A,Plant 3,Truck,805
2019-12-29,Mine B,Plant 2,Truck,595
2017-03-05,Mine A,Plant 2,Truck,986
2018-03-18,Mine B,Plant 1,Truck,387
2022-05-29,Mine B,Plant 3,Barge,807
2020-10-04,Mine D,Plant 2,Rail,487
2022-09-04,Mine A,Plant 1,Rail,237
2018-11-25,Mine D,Plant 3,Barge,149
2021-07-11,Mine B,Plant 2,Truck,623
2020-02-23,Mine D,Plant 3,Barge,250
2019-05-12,Mine C,Plant 3,Truck,643
2020-07-19,Mine B,Plant 3,Rail,204
2019-03-17,Mine A,Plant 4,Barge,234
2018-01-21,Mine C,Plant 4,Barge,657
2019-11-03,Mine A,Plant 3,Barge,118
2018-01-14,Mine D,Plant 3,Rail,603
2020-09-20,Mine C,Plant 4,Rail,150
2017-05-21,Mine D,Plant 3,Barge,929
2018-06-03,Mine A,Plant 1,Barge,842
2017-02-26,Mine D,Plant 2,Rail,360
2017-10-29,Mine B,Plant 1,Rail,172
2022-10-09,Mine D,Plant 2,Truck,673
2017-04-23,Mine B,Plant 2,Barge,341
2020-08-16,Mine A,Plant 4,Barge,989
2020-12-27,Mine D,Plant 3,Barge,685
2021-08-01,Mine B,Plant 1,Truck,437
2021-10-31,Mine A,Plant 1,Rail,230
2020-06-14,Mine C,Plant 2,Truck,532
2017-02-26,Mine C,Plant 4,Truck,791
2022-03-13,Mine D,Plant 1,Truck,751
2020-06-14,Mine B,Plant 1,Barge,364
2018-08-26,Mine C,Plant 4,Rail,516
2021-07-18,Mine A,Plant 1,Truck,583
2019-04-21,Mine D,Plant 1,Truck,794
2018-09-09,Mine B,Plant 4,Truck,518
2020-01-26,Mine D,Plant 3,Rail,998
2022-05-29,Mine D,Plant 3,Truck,889
2022-12-25,Mine A,Plant 1,Barge,835
2019-06-16,Mine B,Plant 3,Truck,685
2017-12-17,Mine D,Plant 4,Barge,207
2018-02-11,Mine B,Plant 4,Barge,624
2022-08-14,Mine B,Plant 2,Barge,650
2017-04-30,Mine A,Plant 2,Truck,994
2021-11-07,Mine A,Plant 4,Truck,899
2022-11-13,Mine A,Plant 4,Rail,455
2018-12-16,Mine D,Plant 3,Rail,113
2020-01-12,Mine A,Plant 1,Truck,424
2018-11-04,Mine A,Plant 4,Truck,610
2018-11-25,Mine B,Plant 2,Barge,812
2017-03-26,Mine C,Plant 2,Barge,424
2018-07-15,Mine B,Plant 3,Rail,167
2018-07-15,Mine D,Plant 2,Rail,280
2019-11-24,Mine D,Plant 2,Barge,214
2020-12-20,Mine B,Plant 3,Rail,926
2020-09-27,Mine D,Plant 3,Barge,383
2021-09-26,Mine A,Plant 2,Rail,740
2017-04-02,Mine D,Plant 1,Rail,640
2022-10-23,Mine C,Plant 3,Truck,370
2020-01-26,Mine A,Plant 4,Truck,261
2018-12-23,Mine C,Plant 4,Truck,966
2020-05-10,Mine C,Plant 3,Barge,968
2021-10-17,Mine D,Plant 4,Barge,490
2020-06-28,Mine D,Plant 2,Truck,988
2020-11-29,Mine B,Plant 1,Barge,253
2018-04-01,Mine B,Plant 3,Truck,627
2022-09-11,Mine C,Plant 3,Rail,247
2020-05-17,Mine A,Plant 3,Truck,869
2017-06-25,Mine A,Plant 4,Barge,376
2017-08-06,Mine D,Plant 4,Truck,855
2020-12-27,Mine B,Plant 4,Rail,938
2020-11-29,Mine A,Plant 4,Truck,960
2019-09-29,Mine C,Plant 3,Barge,986
2022-02-13,Mine D,Plant 4,Rail,399
2018-02-11,Mine D,Plant 1,Truck,346
2021-04-11,Mine C,Plant 4,Truck,109
2020-02-23,Mine C,Plant 1,Barge,215
2019-07-28,Mine B,Plant 1,Rail,146
2020-02-09,Mine B,Plant 4,Barge,840
2020-01-19,Mine B,Plant 2,Rail,228
2018-02-18,Mine D,Plant 3,Rail,282
2021-12-05,Mine B,Plant 1,Rail,111
2021-05-02,Mine A,Plant 3,Rail,771
2022-12-18,Mine D,Plant 2,Rail,505
2018-01-28,Mine A,Plant 2,Barge,228
2022-10-09,Mine D,Plant 1,Truck,620
2022-01-09,Mine B,Plant 1,Rail,261
2021-03-14,Mine D,Plant 2,Truck,268
2017-11-19,Mine A,Plant 2,Rail,515
2021-10-24,Mine C,Plant 1,Barge,862
2018-05-27,Mine D,Plant 2,Rail,755
2017-12-24,Mine B,Plant 2,Rail,371
2020-08-23,Mine B,Plant 1,Barge,564
2021-02-21,Mine C,Plant 2,Truck,839
2017-04-30,Mine D,Plant 2,Barge,215
2018-01-28,Mine B,Plant 4,Rail,572
2020-08-23,Mine A,Plant 4,Truck,433
2021-10-17,Mine D,Plant 1,Barge,538
2022-07-31,Mine C,Plant 4,Rail,476
2021-01-31,Mine B,Plant 4,Truck,132
2022-04-10,Mine D,Plant 2,Rail,144
2019-01-13,Mine A,Plant 4,Truck,951
2022-06-12,Mine B,Plant 1,Barge,128
2021-01-17,Mine B,Plant 2,Rail,454
2019-06-16,Mine B,Plant 3,Rail,761
2022-10-02,Mine A,Plant 1,Barge,108
2021-06-06,Mine D,Plant 2,Rail,114
2017-07-30,Mine B,Plant 4,Rail,741
2018-06-03,Mine C,Plant 1,Rail,828
2019-07-28,Mine B,Plant 4,Rail,408
2019-02-03,Mine A,Plant 1,Truck,846
2020-04-19,Mine C,Plant 4,Barge,936
2018-11-11,Mine C,Plant 2,Rail,584
2017-12-03,Mine C,Plant 2,Truck,271
2022-08-21,Mine B,Plant 1,Truck,472
2022-05-15,Mine D,Plant 2,Rail,212
2020-07-19,Mine A,Plant 2,Rail,524
2022-09-25,Mine A,Plant 4,Truck,740
2022-11-20,Mine D,Plant 4,Rail,292
2018-03-18,Mine B,Plant 3,Rail,540
2020-01-05,Mine C,Plant 4,Rail,813
2022-08-28,Mine B,Plant 1,Barge,668
2018-12-16,Mine D,Plant 3,Barge,644
2020-05-03,Mine D,Plant 3,Barge,390
2017-07-16,Mine D,Plant 2,Truck,442
2017-10-22,Mine B,Plant 2,Rail,657
2020-06-28,Mine B,Plant 2,Rail,264
2022-11-20,Mine A,Plant 4,Truck,549
2018-07-01,Mine D,Plant 4,Truck,753
2017-05-14,Mine A,Plant 4,Rail,546
2021-05-30,Mine B,Plant 4,Barge,937
2019-06-02,Mine A,Plant 3,Barge,703
2017-09-17,Mine A,Plant 1,Rail,377
2022-02-13,Mine D,Plant 4,Rail,809
2020-07-19,Mine D,Plant 4,Truck,841
2022-04-10,Mine A,Plant 4,Rail,515
2019-10-06,Mine C,Plant 3,Rail,828
2017-12-10,Mine A,Plant 2,Rail,687
2022-03-06,Mine C,Plant 2,Truck,502
2022-08-21,Mine A,Plant 3,Rail,151
2019-12-08,Mine A,Plant 4,Barge,159
2017-02-26,Mine B,Plant 3,Barge,945
2019-04-14,Mine D,Plant 4,Truck,234
2019-03-31,Mine A,Plant 3,Barge,296
2018-09-09,Mine C,Plant 3,Barge,738
2021-04-25,Mine C,Plant 1,Rail,964
2019-02-03,Mine C,Plant 1,Rail,807
2019-05-12,Mine C,Plant 1,Truck,656
2022-06-12,Mine B,Plant 2,Truck,545
2018-06-17,Mine B,Plant 3,Rail,525
2021-05-23,Mine B,Plant 3,Barge,878
2019-02-10,Mine A,Plant 4,Truck,431
2022-04-10,Mine A,Plant 2,Rail,964
2018-10-07,Mine C,Plant 3,Truck,931
2022-11-13,Mine C,Plant 4,Truck,646
2018-05-06,Mine C,Plant 3,Truck,441
2022-07-24,Mine B,Plant 4,Truck,737
2018-01-28,Mine A,Plant 1,Truck,421
2019-09-08,Mine B,Plant 1,Rail,259
2022-07-17,Mine D,Plant 2,Barge,515
2022-11-13,Mine D,Plant 3,Barge,611
2021-12-12,Mine A,Plant 2,Rail,992
2022-07-24,Mine A,Plant 2,Barge,820
2018-02-04,Mine A,Plant 2,Truck,812
2020-12-06,Mine B,Plant 3,Truck,516
2019-06-16,Mine B,Plant 1,Truck,875
2020-05-24,Mine C,Plant 4,Truck,387
2021-06-06,Mine C,Plant 2,Barge,932
2018-01-14,Mine D,Plant 2,Barge,956
2019-06-16,Mine B,Plant 4,Barge,970
2018-01-07,Mine C,Plant 1,Barge,234
2017-09-24,Mine A,Plant 1,Truck,474
2017-02-05,Mine A,Plant 1,Rail,337
2017-10-22,Mine D,Plant 1,Truck,878
2021-02-14,Mine C,Plant 4,Truck,177
2019-01-27,Mine B,Plant 2,Rail,454
2022-03-20,Mine B,Plant 3,Barge,387
2021-11-28,Mine B,Plant 2,Barge,912
2020-04-05,Mine B,Plant 1,Rail,369
2020-06-07,Mine D,Plant 3,Barge,278
2018-02-04,Mine C,Plant 1,Barge,959
2019-12-29,Mine D,Plant 3,Rail,798
2020-06-14,Mine D,Plant 3,Rail,921
2020-01-26,Mine B,Plant 3,Truck,741
2018-05-20,Mine D,Plant 3,Barge,213
2018-01-21,Mine D,Plant 1,Truck,698
2017-08-13,Mine B,Plant 1,Barge,178
2017-06-18,Mine D,Plant 3,Rail,367
2021-03-28,Mine C,Plant 2,Rail,722
2017-06-11,Mine A,Plant 2,Truck,135
2021-06-27,Mine B,Plant 2,Barge,583
2020-02-09,Mine A,Plant 2,Barge,444
2017-01-29,Mine C,Plant 1,Truck,780
2021-05-23,Mine C,Plant 4,Truck,843
2019-11-24,Mine B,Plant 1,Rail,591
2018-01-07,Mine A,Plant 3,Barge,675
2022-11-27,Mine C,Plant 2,Truck,577
2020-07-05,Mine A,Plant 2,Barge,300
2020-08-02,Mine B,Plant 4,Barge,451
2018-04-08,Mine C,Plant 3,Barge,713
2022-07-10,Mine D,Plant 4,Barge,845
2022-01-09,Mine D,Plant 1,Rail,565
2022-01-16,Mine A,Plant 3,Barge,191
2021-07-25,Mine A,Plant 2,Truck,542
2022-04-24,Mine C,Plant 1,Truck,912
2022-10-23,Mine A,Plant 1,Barge,880
2019-12-15,Mine A,Plant 3,Rail,248
2021-02-07,Mine C,Plant 4,Barge,491
2018-07-08,Mine B,Plant 2,Truck,409
2020-11-22,Mine D,Plant 1,Barge,181
2021-01-17,Mine A,Plant 2,Truck,444
2019-08-25,Mine C,Plant 1,Truck,144
2021-04-18,Mine B,Plant 3,Rail,196
2020-08-30,Mine C,Plant 1,Barge,790
2018-09-16,Mine C,Plant 2,Truck,780
2018-12-02,Mine C,Plant 2,Truck,742
2020-08-16,Mine D,Plant 2,Truck,631
2017-10-29,Mine A,Plant 4,Rail,537
2018-07-15,Mine B,Plant 2,Truck,208
2021-11-21,Mine D,Plant 2,Truck,504
2021-11-28,Mine D,Plant 1,Truck,769
2021-05-16,Mine B,Plant 3,Truck,818
2018-07-15,Mine A,Plant 1,Rail,332
2022-12-18,Mine B,Plant 4,Truck,683
2017-03-12,Mine A,Plant 2,Barge,668
2022-03-13,Mine D,Plant 3,Rail,110
2021-11-14,Mine D,Plant 4,Rail,330
2020-10-18,Mine C,Plant 3,Truck,154
2022-06-19,Mine C,Plant 2,Rail,835
2020-06-14,Mine A,Plant 3,Truck,942
2019-02-17,Mine B,Plant 1,Rail,964
2022-10-02,Mine A,Plant 4,Rail,783
2019-04-28,Mine D,Plant 4,Truck,110
2017-10-15,Mine C,Plant 3,Barge,344
2018-08-12,Mine A,Plant 3,Truck,323
2022-07-17,Mine D,Plant 2,Truck,284
2021-01-03,Mine D,Plant 2,Truck,784
2019-02-17,Mine C,Plant 1,Truck,564
2020-03-15,Mine C,Plant 4,Truck,162
2019-12-01,Mine D,Plant 3,Truck,695
2018-03-25,Mine A,Plant 3,Truck,929
2020-07-05,Mine B,Plant 1,Rail,831
2017-02-12,Mine D,Plant 1,Rail,758
2020-02-09,Mine B,Plant 2,Barge,369
2021-05-09,Mine B,Plant 4,Rail,451
2021-09-05,Mine C,Plant 2,Barge,861
2017-10-08,Mine C,Plant 4,Barge,446
2018-07-22,Mine A,Plant 2,Barge,418
2021-01-24,Mine B,Plant 2,Barge,728
2017-05-07,Mine D,Plant 1,Rail,274
2022-04-24,Mine B,Plant 4,Rail,739
2022-03-27,Mine B,Plant 1,Rail,619
2021-02-28,Mine B,Plant 2,Rail,392
2019-04-07,Mine B,Plant 2,Barge,503
2018-12-02,Mine B,Plant 1,Rail,349
2018-04-08,Mine C,Plant 2,Truck,906
2018-04-22,Mine D,Plant 4,Truck,454
2019-02-10,Mine D,Plant 2,Rail,859
2020-07-26,Mine C,Plant 2,Rail,186
2021-11-07,Mine B,Plant 2,Barge,856
2017-05-07,Mine D,Plant 4,Barge,529
2021-03-28,Mine A,Plant 2,Rail,507
2022-05-29,Mine D,Plant 2,Barge,725
2017-11-19,Mine D,Plant 3,Truck,235
2017-09-17,Mine B,Plant 1,Truck,389
2017-12-17,Mine A,Plant 3,Truck,796
2017-01-01,Mine C,Plant 1,Rail,602
2019-10-20,Mine C,Plant 4,Barge,555
2018-07-15,Mine B,Plant 2,Rail,344
2018-11-04,Mine D,Plant 2,Barge,364
2021-11-07,Mine B,Plant 1,Truck,249
2020-10-18,Mine D,Plant 2,Rail,773
